ticket_id,created_at,channel,region,category,subcategory,priority,status,first_response_time_min,resolution_time_hours,csat_score,agent_team,sla_breached,ai_generated_summary
TCK-100393,2026-02-21 03:00:00,Chat,Portugal,Refund Request,partial refund,Urgent,Resolved,4,12.38,2.8,Tier 1,1,Ticket about partial refund. Customer contacted via Chat in Portugal. Priority urgent. Suggested root cause: partial refund. Recommended action: expedite specialist review.
TCK-100394,2026-02-05 06:00:00,Email,Mexico,Booking Issue,pricing mismatch,Medium,Resolved,101,9.4,5.0,Tier 1,1,Ticket about pricing mismatch. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: pricing mismatch. Recommended action: standard troubleshooting.
TCK-100395,2026-02-14 20:00:00,Phone,Spain,Booking Issue,payment failure,Medium,Resolved,12,5.54,3.5,Tier 1,0,Ticket about payment failure. Customer contacted via Phone in Spain. Priority medium. Suggested root cause: payment failure. Recommended action: standard troubleshooting.
TCK-100396,2026-02-03 22:00:00,Phone,Brazil,Refund Request,partial refund,Medium,Resolved,12,15.84,3.3,Host Support,1,Ticket about partial refund. Customer contacted via Phone in Brazil. Priority medium. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100397,2025-12-06 16:00:00,Chat,Mexico,Account Access,account locked,Low,Resolved,24,2.87,4.3,Tier 2,0,Ticket about account locked. Customer contacted via Chat in Mexico. Priority low. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100398,2026-01-27 05:00:00,Email,Spain,Account Access,account locked,Low,Resolved,128,3.68,4.0,Payments Desk,1,Ticket about account locked. Customer contacted via Email in Spain. Priority low. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100399,2025-11-05 11:00:00,Chat,Portugal,Refund Request,refund denied,Medium,Resolved,10,18.97,3.5,Tier 2,1,Ticket about refund denied. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: refund denied. Recommended action: standard troubleshooting.
TCK-100400,2026-01-04 12:00:00,Chat,Brazil,Booking Issue,duplicate booking,Medium,Escalated,20,9.49,5.0,Host Support,0,Ticket about duplicate booking. Customer contacted via Chat in Brazil. Priority medium. Suggested root cause: duplicate booking. Recommended action: standard troubleshooting.
TCK-100401,2025-10-29 23:00:00,Chat,Portugal,Payment & Card,card declined,Low,Pending,23,16.56,3.6,Host Support,1,Ticket about card declined. Customer contacted via Chat in Portugal. Priority low. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100402,2025-11-14 14:00:00,Phone,Spain,Refund Request,partial refund,Urgent,Resolved,8,12.71,3.5,Payments Desk,1,Ticket about partial refund. Customer contacted via Phone in Spain. Priority urgent. Suggested root cause: partial refund. Recommended action: expedite specialist review.
TCK-100403,2026-01-17 13:00:00,Chat,US,Cancellation,host cancellation,Urgent,Resolved,9,5.54,3.2,Guest Support,0,Ticket about host cancellation. Customer contacted via Chat in US. Priority urgent. Suggested root cause: host cancellation. Recommended action: expedite specialist review.
TCK-100404,2025-11-07 04:00:00,Chat,Portugal,Refund Request,refund delay,Medium,Resolved,25,15.26,3.0,Guest Support,1,Ticket about refund delay. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100405,2026-01-31 07:00:00,Phone,Portugal,Refund Request,partial refund,Medium,Resolved,8,19.97,3.3,Tier 2,1,Ticket about partial refund. Customer contacted via Phone in Portugal. Priority medium. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100406,2026-01-12 20:00:00,Email,Mexico,Account Access,account locked,High,Resolved,162,1.92,4.0,Tier 1,1,Ticket about account locked. Customer contacted via Email in Mexico. Priority high. Suggested root cause: account locked. Recommended action: expedite specialist review.
TCK-100407,2025-12-24 17:00:00,Email,Spain,Check-in Problem,access code not working,Medium,Open,110,10.72,3.4,Tier 1,1,Ticket about access code not working. Customer contacted via Email in Spain. Priority medium. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100408,2026-02-16 00:00:00,Chat,US,Cancellation,policy dispute,Medium,Escalated,19,11.39,4.5,Tier 2,0,Ticket about policy dispute. Customer contacted via Chat in US. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100409,2025-11-11 10:00:00,Chat,Mexico,Booking Issue,duplicate booking,Medium,Resolved,17,8.71,4.2,Tier 1,0,Ticket about duplicate booking. Customer contacted via Chat in Mexico. Priority medium. Suggested root cause: duplicate booking. Recommended action: standard troubleshooting.
TCK-100410,2025-12-28 08:00:00,Email,Mexico,Booking Issue,duplicate booking,Urgent,Resolved,92,8.42,5.0,Tier 2,1,Ticket about duplicate booking. Customer contacted via Email in Mexico. Priority urgent. Suggested root cause: duplicate booking. Recommended action: expedite specialist review.
TCK-100411,2025-11-01 09:00:00,Email,Portugal,Check-in Problem,late check-in,Low,Escalated,155,4.49,3.7,Host Support,1,Ticket about late check-in. Customer contacted via Email in Portugal. Priority low. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100412,2026-02-12 19:00:00,WhatsApp,Portugal,Cancellation,guest cancellation,Low,Resolved,66,10.73,5.0,Tier 2,1,Ticket about guest cancellation. Customer contacted via WhatsApp in Portugal. Priority low. Suggested root cause: guest cancellation. Recommended action: standard troubleshooting.
TCK-100413,2026-01-02 20:00:00,Chat,US,Check-in Problem,access code not working,Medium,Resolved,25,4.78,4.6,Payments Desk,0,Ticket about access code not working. Customer contacted via Chat in US. Priority medium. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100414,2026-03-20 06:00:00,WhatsApp,US,Cancellation,policy dispute,Low,Resolved,57,11.67,4.1,Host Support,0,Ticket about policy dispute. Customer contacted via WhatsApp in US. Priority low. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100415,2025-12-08 01:00:00,Chat,Brazil,Account Access,account locked,High,Open,12,1.17,3.7,Payments Desk,0,Ticket about account locked. Customer contacted via Chat in Brazil. Priority high. Suggested root cause: account locked. Recommended action: expedite specialist review.
TCK-100416,2026-03-13 17:00:00,Phone,Brazil,Payment & Card,chargeback,Medium,Resolved,6,14.07,3.0,Tier 2,1,Ticket about chargeback. Customer contacted via Phone in Brazil. Priority medium. Suggested root cause: chargeback. Recommended action: standard troubleshooting.
TCK-100417,2025-10-09 21:00:00,Chat,US,Check-in Problem,host unavailable,High,Resolved,16,1.68,4.4,Tier 1,0,Ticket about host unavailable. Customer contacted via Chat in US. Priority high. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100418,2026-03-11 00:00:00,Chat,Mexico,Payment & Card,chargeback,Low,Pending,26,13.11,3.8,Payments Desk,1,Ticket about chargeback. Customer contacted via Chat in Mexico. Priority low. Suggested root cause: chargeback. Recommended action: standard troubleshooting.
TCK-100419,2025-10-20 02:00:00,WhatsApp,Spain,Refund Request,refund denied,Urgent,Open,35,9.94,5.0,Tier 2,0,Ticket about refund denied. Customer contacted via WhatsApp in Spain. Priority urgent. Suggested root cause: refund denied. Recommended action: expedite specialist review.
TCK-100420,2025-11-30 02:00:00,Phone,Spain,Refund Request,refund denied,Urgent,Resolved,8,11.05,4.2,Payments Desk,0,Ticket about refund denied. Customer contacted via Phone in Spain. Priority urgent. Suggested root cause: refund denied. Recommended action: expedite specialist review.
TCK-100421,2025-11-18 12:00:00,WhatsApp,Brazil,Payment & Card,card declined,Medium,Resolved,39,14.17,3.9,Tier 1,1,Ticket about card declined. Customer contacted via WhatsApp in Brazil. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100422,2025-10-20 04:00:00,Chat,US,Refund Request,refund denied,Medium,Resolved,13,18.37,2.5,Guest Support,1,Ticket about refund denied. Customer contacted via Chat in US. Priority medium. Suggested root cause: refund denied. Recommended action: standard troubleshooting.
TCK-100423,2025-12-08 18:00:00,Chat,Spain,Refund Request,partial refund,Low,Resolved,21,20.51,3.0,Tier 2,1,Ticket about partial refund. Customer contacted via Chat in Spain. Priority low. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100424,2025-11-07 20:00:00,Email,Spain,Payment & Card,chargeback,High,Pending,162,14.3,3.5,Guest Support,1,Ticket about chargeback. Customer contacted via Email in Spain. Priority high. Suggested root cause: chargeback. Recommended action: expedite specialist review.
TCK-100425,2025-11-04 11:00:00,Phone,Mexico,Check-in Problem,access code not working,Urgent,Resolved,4,3.5,5.0,Host Support,0,Ticket about access code not working. Customer contacted via Phone in Mexico. Priority urgent. Suggested root cause: access code not working. Recommended action: expedite specialist review.
TCK-100426,2026-03-16 07:00:00,Chat,Brazil,Account Access,2fa issue,High,Open,15,8.5,4.5,Payments Desk,0,Ticket about 2fa issue. Customer contacted via Chat in Brazil. Priority high. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-100427,2025-12-16 04:00:00,Chat,Portugal,Account Access,account locked,Medium,Resolved,18,3.32,4.3,Tier 2,0,Ticket about account locked. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100428,2025-11-30 15:00:00,WhatsApp,Brazil,Account Access,password reset,Low,Resolved,42,6.56,4.9,Guest Support,0,Ticket about password reset. Customer contacted via WhatsApp in Brazil. Priority low. Suggested root cause: password reset. Recommended action: standard troubleshooting.
TCK-100429,2025-12-15 09:00:00,Email,Portugal,Account Access,account locked,Low,Resolved,147,2.07,2.5,Tier 2,1,Ticket about account locked. Customer contacted via Email in Portugal. Priority low. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100430,2026-01-27 09:00:00,Email,Spain,Check-in Problem,late check-in,Medium,Resolved,157,3.57,2.3,Tier 2,1,Ticket about late check-in. Customer contacted via Email in Spain. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100431,2025-10-24 03:00:00,Email,US,Check-in Problem,access code not working,Low,Resolved,188,12.98,3.8,Host Support,1,Ticket about access code not working. Customer contacted via Email in US. Priority low. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100432,2025-11-26 18:00:00,WhatsApp,Spain,Cancellation,host cancellation,Medium,Resolved,42,10.18,4.1,Host Support,0,Ticket about host cancellation. Customer contacted via WhatsApp in Spain. Priority medium. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100433,2025-12-16 23:00:00,Email,US,Refund Request,partial refund,Medium,Resolved,172,17.36,3.3,Tier 1,1,Ticket about partial refund. Customer contacted via Email in US. Priority medium. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100434,2025-10-26 07:00:00,WhatsApp,Mexico,Check-in Problem,late check-in,High,Resolved,32,3.63,4.9,Tier 1,0,Ticket about late check-in. Customer contacted via WhatsApp in Mexico. Priority high. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100435,2026-01-24 08:00:00,WhatsApp,US,Payment & Card,double charge,Medium,Pending,33,12.34,3.9,Guest Support,1,Ticket about double charge. Customer contacted via WhatsApp in US. Priority medium. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100436,2026-02-26 04:00:00,Email,Spain,Refund Request,refund delay,Medium,Resolved,108,18.06,3.5,Guest Support,1,Ticket about refund delay. Customer contacted via Email in Spain. Priority medium. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100437,2025-12-30 13:00:00,Phone,Mexico,Account Access,2fa issue,Low,Resolved,15,6.04,4.2,Guest Support,0,Ticket about 2fa issue. Customer contacted via Phone in Mexico. Priority low. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100438,2026-03-17 13:00:00,Phone,US,Refund Request,refund delay,Medium,Resolved,12,21.06,3.9,Guest Support,1,Ticket about refund delay. Customer contacted via Phone in US. Priority medium. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100439,2026-03-13 22:00:00,Email,Mexico,Refund Request,refund delay,Low,Resolved,175,19.61,2.4,Tier 1,1,Ticket about refund delay. Customer contacted via Email in Mexico. Priority low. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100440,2026-03-11 15:00:00,WhatsApp,Portugal,Booking Issue,payment failure,Medium,Resolved,32,7.66,4.1,Tier 1,0,Ticket about payment failure. Customer contacted via WhatsApp in Portugal. Priority medium. Suggested root cause: payment failure. Recommended action: standard troubleshooting.
TCK-100441,2026-02-10 06:00:00,WhatsApp,Spain,Refund Request,partial refund,Medium,Resolved,35,19.17,3.5,Host Support,1,Ticket about partial refund. Customer contacted via WhatsApp in Spain. Priority medium. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100442,2026-03-08 17:00:00,Phone,Brazil,Check-in Problem,late check-in,Low,Resolved,13,7.64,2.8,Tier 1,0,Ticket about late check-in. Customer contacted via Phone in Brazil. Priority low. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
